순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사,연령등급,장르,러닝타임,감독,개봉월,계절
37.0,쎄시봉,2015-02-05,13571515911.0,0.80%,1715370.0,829.0,51744.0,한국,한국,(주)씨제이이엔엠,15세 관람가,멜로/로맨스,122.0,김현석,2.0,겨울
38.0,더 폰,2015-10-22,12309164568.0,0.80%,1593694.0,794.0,53599.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),15세 관람가,액션,114.0,김봉주,10.0,가을
39.0,대호,2015-12-16,12104808332.0,0.70%,1584168.0,892.0,39599.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),12세 관람가,드라마,139.0,박훈정,12.0,겨울
40.0,마다가스카의 펭귄,2014-12-31,11450482159.0,0.70%,1512340.0,615.0,27171.0,미국,미국,(주)씨제이이엔엠,전체 관람가,애니메이션,92.0,에릭 다넬,12.0,겨울
41.0,차이나타운,2015-04-29,11990370378.0,0.70%,1472106.0,551.0,45137.0,한국,한국,CGV아트하우스,청소년 관람불가,범죄,110.0,한준희,4.0,봄
42.0,장수상회,2015-04-09,8737364643.0,0.50%,1165780.0,688.0,52928.0,한국,한국,(주)씨제이이엔엠,12세 관람가,드라마,112.0,강제규,4.0,봄
43.0,성난 변호사,2015-10-08,8723650039.0,0.50%,1128288.0,607.0,36990.0,한국,한국,(주)씨제이이엔엠,15세 관람가,범죄,117.0,허종호,10.0,가을
44.0,간신,2015-05-21,8946842910.0,0.50%,1110246.0,697.0,40580.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,청소년 관람불가,드라마,131.0,민규동,5.0,봄
45.0,박물관이 살아있다 : 비밀의 무덤,2015-01-14,8170784606.0,0.50%,1101678.0,500.0,30146.0,미국,"미국,영국",이십세기폭스코리아(주),전체 관람가,모험,98.0,숀 레비,1.0,겨울
46.0,그놈이다,2015-10-28,8096427152.0,0.50%,1046015.0,681.0,38678.0,한국,한국,CGV아트하우스,15세 관람가,스릴러,109.0,윤준형,10.0,가을
47.0,미쓰 와이프,2015-08-13,7387086869.0,0.50%,988451.0,437.0,28864.0,한국,한국,플러스엠 엔터테인먼트,15세 관람가,코미디,125.0,강효진,8.0,여름
48.0,몬스터 호텔 2,2015-12-24,7029012585.0,0.40%,962770.0,686.0,12388.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),전체 관람가,애니메이션,89.0,젠디 타타코브스키,12.0,겨울
49.0,허삼관,2015-01-14,7408943569.0,0.50%,955679.0,621.0,27645.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),12세 관람가,드라마,124.0,하정우,1.0,겨울
50.0,살인의뢰,2015-03-12,6986456737.0,0.40%,855980.0,646.0,35244.0,한국,한국,씨네그루(주)다우기술,청소년 관람불가,범죄,102.0,손용호,3.0,봄
51.0,손님,2015-07-09,6385937880.0,0.40%,828025.0,634.0,23404.0,한국,한국,(주)씨제이이엔엠,15세 관람가,판타지,107.0,김광태,7.0,여름
52.0,인시디어스 3,2015-07-09,6396650620.0,0.40%,825517.0,416.0,20824.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,공포,97.0,리 워넬,7.0,여름
53.0,하트 오브 더 씨,2015-12-03,6777420023.0,0.40%,809399.0,535.0,29219.0,미국,미국,워너브러더스 코리아(주),12세 관람가,액션,121.0,론 하워드,12.0,겨울
54.0,헝거게임: 더 파이널,2015-11-18,6069167163.0,0.40%,806520.0,661.0,26973.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,액션,137.0,프란시스 로렌스,11.0,가을
55.0,기술자들,2014-12-24,6241817635.0,0.40%,786257.0,481.0,18808.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,범죄,116.0,김홍선,12.0,겨울
56.0,신데렐라,2015-03-19,5500502900.0,0.30%,716491.0,531.0,27508.0,미국,미국,월트디즈니컴퍼니코리아(주),전체 관람가,멜로/로맨스,113.0,케네스 브래너,3.0,봄
57.0,픽셀,2015-07-16,5390909947.0,0.30%,681945.0,557.0,21307.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),12세 관람가,SF,106.0,크리스 콜럼버스,7.0,여름
58.0,열정같은소리하고있네,2015-11-25,4758959902.0,0.30%,654102.0,566.0,30459.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),15세 관람가,드라마,106.0,정기훈,11.0,가을
59.0,특종: 량첸살인기,2015-10-22,4754763118.0,0.30%,616481.0,776.0,31783.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,스릴러,125.0,노덕,10.0,가을
60.0,서부전선,2015-09-24,4751661400.0,0.30%,609063.0,509.0,18935.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,전쟁,112.0,천성일,9.0,가을
61.0,채피,2015-03-12,4620380654.0,0.30%,573661.0,536.0,24669.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,액션,120.0,닐 블롬캠프,3.0,봄
62.0,극장판 요괴워치: 탄생의 비밀이다냥!,2015-07-22,3888539100.0,0.20%,550924.0,509.0,11765.0,일본,일본,(주)씨제이이엔엠,전체 관람가,애니메이션,97.0,타카하시 시게하루,7.0,여름
63.0,헬머니,2015-03-05,4120166972.0,0.30%,522929.0,422.0,24846.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),청소년 관람불가,코미디,108.0,신한솔,3.0,봄
64.0,도라에몽 : 스탠 바이 미,2015-02-12,3684756429.0,0.20%,503968.0,432.0,13063.0,일본,일본,(주)넥스트엔터테인먼트월드(NEW),전체 관람가,애니메이션,96.0,야기 류이치,2.0,겨울
65.0,위험한 상견례 2,2015-04-29,3575384754.0,0.20%,472693.0,429.0,18409.0,한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트",15세 관람가,멜로/로맨스,119.0,김진영,4.0,봄
66.0,명탐정 코난 : 화염의 해바라기,2015-08-05,3296031400.0,0.20%,471205.0,433.0,8877.0,일본,일본,(주)씨제이이엔엠,전체 관람가,애니메이션,112.0,시즈노 코분,8.0,여름
67.0,순수의 시대,2015-03-05,3740948828.0,0.20%,469891.0,546.0,23623.0,한국,한국,(주)씨제이이엔엠,청소년 관람불가,드라마,113.0,안상훈,3.0,봄
68.0,오피스,2015-09-03,3460460230.0,0.20%,441208.0,425.0,18575.0,한국,한국,(주)리틀빅픽쳐스,15세 관람가,스릴러,111.0,홍원찬,9.0,가을
69.0,"협녀, 칼의 기억",2015-08-13,3360045489.0,0.20%,431310.0,572.0,16099.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,액션,121.0,박흥식,8.0,여름
70.0,무뢰한,2015-05-27,3262207431.0,0.20%,414641.0,482.0,23660.0,한국,한국,CGV아트하우스,청소년 관람불가,멜로/로맨스,118.0,오승욱,5.0,봄
71.0,판타스틱 4,2015-08-20,3029310600.0,0.20%,399667.0,451.0,16241.0,미국,미국,이십세기폭스코리아(주),12세 관람가,액션,105.0,팀 스토리,8.0,여름
72.0,뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,2902090600.0,0.20%,391760.0,544.0,10893.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),전체 관람가,애니메이션,62.0,박영균,12.0,겨울
73.0,내 심장을 쏴라,2015-01-28,2856859132.0,0.20%,387409.0,452.0,20042.0,한국,한국,"(주)리틀빅픽쳐스,(주)이수C&E",15세 관람가,드라마,102.0,문제용,1.0,겨울
74.0,소수의견,2015-06-24,2892681205.0,0.20%,383582.0,398.0,16273.0,한국,한국,(주)시네마서비스,15세 관람가,드라마,126.0,김성제,6.0,여름
75.0,그레이의 50가지 그림자,2015-02-26,2918598796.0,0.20%,364415.0,512.0,19227.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년 관람불가,드라마,105.0,제임스 폴리,2.0,겨울
76.0,홈,2015-05-21,2693335391.0,0.20%,360742.0,532.0,10484.0,미국,미국,(주)씨제이이엔엠,전체 관람가,드라마,100.0,김종우,5.0,봄
77.0,경성학교: 사라진 소녀들,2015-06-18,2749609100.0,0.20%,356415.0,489.0,18520.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,미스터리,99.0,이해영,6.0,여름
78.0,치외법권,2015-08-27,2664941005.0,0.20%,346483.0,446.0,15297.0,한국,한국,판씨네마(주),15세 관람가,액션,104.0,신재호,8.0,여름
79.0,아메리칸 스나이퍼,2015-01-14,2800001438.0,0.20%,344766.0,308.0,10769.0,미국,미국,워너브러더스 코리아(주),청소년 관람불가,액션,132.0,클린트 이스트우드,1.0,겨울
80.0,에베레스트,2015-09-24,3055119748.0,0.20%,332180.0,331.0,9343.0,미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유),12세 관람가,모험,121.0,발타자르 코루마쿠르,9.0,가을
81.0,호빗: 다섯 군대 전투,2014-12-17,2840004341.0,0.20%,326887.0,350.0,7347.0,미국,"미국,뉴질랜드",워너브러더스 코리아(주),12세 관람가,판타지,144.0,피터 잭슨,12.0,겨울
82.0,스폰지밥 3D,2015-02-18,2458946200.0,0.20%,325016.0,357.0,8415.0,미국,미국,(주)씨제이이엔엠,전체 관람가,애니메이션,92.0,폴 티비트,2.0,겨울
83.0,극적인 하룻밤,2015-12-03,2610567429.0,0.20%,320884.0,434.0,18332.0,한국,한국,CGV아트하우스,청소년 관람불가,멜로/로맨스,107.0,하기호,12.0,겨울
84.0,도리화가,2015-11-25,2246950339.0,0.10%,317505.0,563.0,19168.0,한국,한국,(주)씨제이이엔엠,12세 관람가,드라마,109.0,이종필,11.0,가을
85.0,주피터 어센딩,2015-02-05,2687549879.0,0.20%,309842.0,561.0,16454.0,미국,미국,워너브러더스 코리아(주),12세 관람가,SF,127.0,라나 워쇼스키,2.0,겨울
86.0,패딩턴,2015-01-07,2246438729.0,0.10%,305102.0,408.0,9738.0,영국,"영국,프랑스,캐나다",롯데쇼핑㈜롯데엔터테인먼트,전체 관람가,코미디,104.0,폴 킹,1.0,겨울
87.0,런 올 나이트,2015-03-19,2293671495.0,0.10%,289534.0,411.0,15865.0,미국,미국,워너브러더스 코리아(주),청소년 관람불가,액션,114.0,자움 콜렛 세라,3.0,봄
88.0,다이노 타임,2015-04-30,2108596800.0,0.10%,284900.0,430.0,6713.0,한국,"한국,미국",(주)씨제이이엔엠,전체 관람가,애니메이션,85.0,최윤석,4.0,봄
89.0,인서전트,2015-03-25,2158449889.0,0.10%,282662.0,480.0,18214.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,SF,119.0,로베르트 슈벤트케,3.0,봄
90.0,백 투 더 비기닝,2015-02-26,2018287400.0,0.10%,266610.0,423.0,13839.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,SF,106.0,딘 이슬래리트,2.0,겨울
91.0,투모로우랜드,2015-05-27,2083283000.0,0.10%,265810.0,435.0,14640.0,미국,미국,월트디즈니컴퍼니코리아(주),12세 관람가,모험,129.0,브래드 버드,5.0,봄
92.0,스파이 브릿지,2015-11-05,2049608478.0,0.10%,264872.0,425.0,12434.0,미국,미국,이십세기폭스코리아(주),12세 관람가,드라마,141.0,스티븐 스필버그,11.0,가을
93.0,함정,2015-09-10,2090877200.0,0.10%,257990.0,445.0,10899.0,한국,한국,(주)인벤트스톤,청소년 관람불가,스릴러,96.0,권형진,9.0,가을
94.0,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,2015-02-12,1885543600.0,0.10%,257381.0,187.0,5300.0,일본,일본,(주)씨제이이엔엠,12세 관람가,애니메이션,92.0,야마모토 야스이치로,2.0,겨울
95.0,언브로큰,2015-01-07,1997947292.0,0.10%,256475.0,401.0,10780.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,드라마,137.0,안젤리나 졸리,1.0,겨울
96.0,하늘을 걷는 남자,2015-10-28,2267273653.0,0.10%,238257.0,415.0,12015.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),12세 관람가,드라마,123.0,로버트 저메키스,10.0,가을
97.0,극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,2015-01-14,1653084000.0,0.10%,233347.0,360.0,7472.0,일본,일본,롯데쇼핑㈜롯데엔터테인먼트,전체 관람가,애니메이션,98.0,유야마 쿠니히코,1.0,겨울
98.0,조선마술사,2015-12-30,1506449794.0,0.10%,224657.0,596.0,4922.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,드라마,122.0,김대승,12.0,겨울
99.0,괴물의 아이,2015-11-25,1652580816.0,0.10%,223216.0,363.0,10487.0,일본,일본,"CGV아트하우스,(주)리틀빅픽쳐스",12세 관람가,애니메이션,119.0,호소다 마모루,11.0,가을
100.0,노아의 방주: 남겨진 녀석들,2015-04-30,1589433800.0,0.10%,220189.0,436.0,5422.0,독일,"독일,벨기에,룩셈부르크,아일랜드",씨네그루(주)다우기술,전체 관람가,애니메이션,85.0,토비 젠켈,4.0,봄
101.0,언프렌디드: 친구삭제,2015-05-07,1645623941.0,0.10%,219892.0,386.0,9994.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,공포,83.0,레반 가브리아제,5.0,봄
102.0,연애의 맛,2015-05-07,1725990153.0,0.10%,214539.0,398.0,12474.0,한국,한국,"(주)와우픽쳐스,(주)쇼박스",청소년 관람불가,코미디,101.0,김아론,5.0,봄
103.0,포켓몬 더 무비 XY 후파: 광륜의 초마신,2015-12-23,1528041500.0,0.10%,214284.0,360.0,4271.0,일본,일본,(주)이수C&E,전체 관람가,애니메이션,80.0,유야마 쿠니히코,12.0,겨울
104.0,버드맨,2015-03-05,1664640800.0,0.10%,206241.0,380.0,12051.0,미국,미국,이십세기폭스코리아(주),청소년 관람불가,코미디,119.0,알레한드로 곤잘레스 이냐리투,3.0,봄
105.0,기생수 파트1,2015-02-26,1543346126.0,0.10%,187291.0,247.0,7405.0,일본,일본,판씨네마(주),청소년 관람불가,SF,110.0,야마자키 다카시,2.0,겨울
106.0,더 셰프,2015-11-05,1482518148.0,0.10%,186511.0,409.0,12461.0,미국,미국,(주)이수C&E,15세 관람가,드라마,101.0,존 웰스,11.0,가을
107.0,팬,2015-10-08,1425325592.0,0.10%,186174.0,428.0,8994.0,미국,미국,워너브러더스 코리아(주),전체 관람가,모험,111.0,조 라이트,10.0,가을
108.0,레전드,2015-12-10,1436348930.0,0.10%,179738.0,449.0,9991.0,프랑스,"프랑스,영국",(주)이수C&E,청소년 관람불가,액션,132.0,브라이언 헬겔랜드,12.0,겨울
109.0,인터스텔라,2014-11-06,1699965700.0,0.10%,178527.0,109.0,2898.0,미국,"미국,영국",워너브러더스 코리아(주),12세 관람가,SF,169.0,크리스토퍼 놀란,11.0,가을
110.0,19곰 테드 2,2015-06-25,1378084400.0,0.10%,170647.0,297.0,7147.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년 관람불가,코미디,115.0,세스 맥팔레인,6.0,여름
111.0,아메리칸 울트라,2015-08-27,1301387295.0,0.10%,161382.0,341.0,8634.0,미국,미국,(주)씨제이이엔엠,청소년 관람불가,액션,95.0,니마 누리자데,8.0,여름
112.0,트랜스포터: 리퓰드,2015-10-15,1263319115.0,0.10%,161245.0,432.0,10083.0,프랑스,"프랑스,중국",씨네그루(주)다우기술,15세 관람가,액션,86.0,카밀 들라마레,10.0,가을
113.0,내부자들: 디 오리지널,2015-12-31,1236787715.0,0.10%,160148.0,595.0,1540.0,한국,한국,(주)쇼박스,청소년 관람불가,범죄,180.0,우민호,12.0,겨울
114.0,스누피: 더 피너츠 무비,2015-12-24,1194012100.0,0.10%,156376.0,348.0,3572.0,미국,미국,이십세기폭스코리아(주),전체 관람가,애니메이션,93.0,스티브 마티노,12.0,겨울
115.0,최강전사 미니특공대 : 새로운 악당의 습격,2015-02-05,1171479200.0,0.10%,155348.0,318.0,4610.0,한국,한국,에이원엔터테인먼트,전체 관람가,애니메이션,60.0,이영준,2.0,겨울
116.0,짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,2015-04-23,1085388600.0,0.10%,150226.0,372.0,5097.0,일본,일본,(주)이수C&E,전체 관람가,애니메이션,97.0,타카하시 와타루,4.0,봄
117.0,워킹걸,2015-01-07,1183887479.0,0.10%,149181.0,308.0,7076.0,한국,한국,플러스엠 엔터테인먼트,청소년 관람불가,코미디,112.0,정범식,1.0,겨울
118.0,은밀한 유혹,2015-06-04,1137666247.0,0.10%,145547.0,394.0,14968.0,한국,한국,(주)씨제이이엔엠,15세 관람가,범죄,110.0,윤재구,6.0,여름
119.0,워터 디바이너,2015-01-28,1008818235.0,0.10%,136134.0,326.0,9179.0,미국,"미국,호주,터키",롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,드라마,111.0,러셀 크로우,1.0,겨울
120.0,나의 절친 악당들,2015-06-25,1054470664.0,0.10%,133553.0,384.0,9830.0,한국,한국,이십세기폭스코리아(주),청소년 관람불가,액션,110.0,임상수,6.0,여름
121.0,러브 라이브! 더 스쿨 아이돌 무비,2015-09-03,985069000.0,0.10%,130223.0,66.0,2637.0,일본,일본,(주)박수엔터테인먼트,전체 관람가,애니메이션,99.0,쿄고쿠 타카히코,9.0,가을
122.0,퇴마: 무녀굴,2015-08-20,951843500.0,0.10%,120802.0,331.0,6463.0,한국,한국,씨네그루(주)다우기술,15세 관람가,공포,105.0,김휘,8.0,여름
123.0,존 윅,2015-01-21,925995637.0,0.10%,116119.0,321.0,6653.0,미국,미국,"(주)제이앤씨미디어그룹,(주)나이너스엔터테인먼트",청소년 관람불가,액션,107.0,채드 스타헬스키,1.0,겨울
124.0,상의원,2014-12-24,910405400.0,0.10%,113738.0,264.0,3315.0,한국,한국,"(주)쇼박스,(주)와우픽쳐스",15세 관람가,드라마,127.0,이원석,12.0,겨울
125.0,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,2015-09-17,816868100.0,0.00%,113404.0,351.0,3522.0,일본,일본,(주)와우픽쳐스,전체 관람가,애니메이션,100.0,오오스기 요시히로,9.0,가을
126.0,셀프/리스,2015-09-10,874447764.0,0.10%,111127.0,340.0,6785.0,미국,미국,(주)이수C&E,15세 관람가,SF,117.0,타셈 싱,9.0,가을
127.0,맨 프롬 UNCLE,2015-10-28,846390353.0,0.10%,108551.0,361.0,7169.0,미국,미국,워너브러더스 코리아(주),12세 관람가,액션,116.0,가이 리치,10.0,가을
128.0,더 건맨,2015-04-16,833925965.0,0.10%,107444.0,349.0,9352.0,프랑스,"프랑스,스페인,영국",롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,액션,113.0,피에르 모렐,4.0,봄
129.0,사우스포,2015-12-03,757831248.0,0.00%,100785.0,335.0,6516.0,미국,미국,씨네그루(주)다우기술,15세 관람가,드라마,124.0,안톤 후쿠아,12.0,겨울
130.0,돌연변이,2015-10-22,748816684.0,0.00%,100523.0,399.0,6827.0,한국,한국,필라멘트픽쳐스,12세 관람가,드라마,93.0,권오광,10.0,가을
131.0,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,2015-11-26,730895500.0,0.00%,100026.0,344.0,4120.0,일본,일본,"(주)스마일이엔티,(주)영화사오원",전체 관람가,액션,60.0,와타나베 카츠야,11.0,가을
132.0,7번째 아들,2015-02-11,729980451.0,0.00%,92598.0,358.0,7396.0,미국,"미국,영국,캐나다",유니버설픽쳐스인터내셔널 코리아(유),12세 관람가,판타지,102.0,세르게이 보드로프,2.0,겨울
133.0,포커스,2015-02-26,702878700.0,0.00%,91164.0,349.0,6736.0,미국,미국,워너브러더스 코리아(주),15세 관람가,범죄,104.0,글렌 피카라,2.0,겨울
134.0,갤로우즈,2015-09-03,686186406.0,0.00%,88777.0,299.0,4654.0,미국,미국,워너브러더스 코리아(주),15세 관람가,공포,81.0,트래비스 클러프,9.0,가을
135.0,더 이퀄라이저,2015-01-28,639464500.0,0.00%,82779.0,255.0,4861.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년 관람불가,액션,131.0,안톤 후쿠아,1.0,겨울
136.0,엑스 마키나,2015-01-21,633161363.0,0.00%,78435.0,207.0,4062.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년 관람불가,드라마,108.0,알렉스 가랜드,1.0,겨울
137.0,모데카이,2015-02-18,624513020.0,0.00%,78070.0,290.0,4241.0,미국,미국,(주)나이너스엔터테인먼트,15세 관람가,액션,106.0,데이빗 코엡,2.0,겨울
138.0,쓰리 썸머 나잇,2015-07-15,616132846.0,0.00%,77621.0,297.0,5391.0,한국,한국,"(주)리틀빅픽쳐스,(주)인벤트스톤",청소년 관람불가,코미디,106.0,김상진,7.0,여름
139.0,피치 퍼펙트: 언프리티 걸즈,2015-05-28,591516497.0,0.00%,75598.0,297.0,5381.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,코미디,114.0,엘리자베스 뱅크스,5.0,봄
140.0,위자,2015-04-16,570989035.0,0.00%,73716.0,337.0,6160.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),12세 관람가,공포,99.0,마이크 플래너건,4.0,봄
141.0,다크 플레이스,2015-07-15,530282654.0,0.00%,66075.0,268.0,4160.0,미국,"미국,영국,프랑스","(주)스톰픽쳐스코리아,주식회사 우리네트웍스",청소년 관람불가,드라마,113.0,질스 파겟-브레너,7.0,여름
142.0,히트맨: 에이전트 47,2015-09-03,502308500.0,0.00%,64157.0,272.0,4501.0,미국,미국,이십세기폭스코리아(주),15세 관람가,액션,98.0,알렉산더 바흐,9.0,가을
143.0,보루토 - 나루토 더 무비,2015-12-10,476416400.0,0.00%,64062.0,219.0,2680.0,일본,일본,와이드 릴리즈(주),12세 관람가,애니메이션,95.0,야마시타 히로유키,12.0,겨울
144.0,기생수 파트2,2015-05-07,514500959.0,0.00%,63560.0,260.0,5118.0,일본,일본,판씨네마(주),청소년 관람불가,SF,118.0,야마자키 다카시,5.0,봄
145.0,아더와 미니모이 3: 두 세계의 전쟁,2015-11-05,434914800.0,0.00%,61550.0,267.0,2071.0,프랑스,프랑스,(주)라이크콘텐츠,전체 관람가,애니메이션,101.0,뤽 베송,11.0,가을
146.0,주온: 더 파이널,2015-10-01,462659400.0,0.00%,61130.0,318.0,4882.0,일본,일본,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,공포,80.0,오치아이 마사유키,10.0,가을
147.0,파더 앤 도터,2015-12-10,464270100.0,0.00%,60829.0,352.0,5487.0,미국,"미국,이탈리아",(주)박수엔터테인먼트,15세 관람가,드라마,91.0,가브리엘 무치노,12.0,겨울
148.0,개구리왕국,2015-11-12,362895100.0,0.00%,53576.0,227.0,1971.0,중국,중국,예지림엔터테인먼트,전체 관람가,애니메이션,77.0,넬슨 신,11.0,가을
149.0,더 비지트,2015-10-15,403435581.0,0.00%,52197.0,279.0,4134.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,스릴러,94.0,M. 나이트 샤말란,10.0,가을
150.0,미안해 사랑해 고마워,2015-10-28,359247800.0,0.00%,51207.0,344.0,6541.0,한국,한국,(주)쇼박스,15세 관람가,드라마,115.0,전윤수,10.0,가을
