,순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사,연령등급,장르,러닝타임,감독,개봉월,계절
0,1.0,아저씨,2010-08-04,47101332000.0,0.046,6178248.0,501.0,109853.0,한국,한국,CJ ENM,청소년 관람불가,액션,119.0,이정범,8.0,여름
1,2.0,인셉션,2010-07-21,43394990000.0,0.043,5827444.0,531.0,81891.0,미국,미국,"(주)디스테이션,워너브러더스 코리아(주)",12세 관람가,액션,147.0,크리스토퍼 놀란,7.0,여름
2,3.0,의형제,2010-02-04,40153729000.0,0.039,5416812.0,569.0,118243.0,한국,한국,(주)쇼박스,15세 관람가,액션,116.0,장훈,2.0,겨울
3,4.0,아이언맨 2,2010-04-29,32635195500.0,0.032,4425003.0,921.0,87665.0,미국,미국,CJ ENM,12세 관람가,SF,125.0,존 파브로,4.0,봄
4,5.0,전우치,2009-12-23,26345113000.0,0.026,3611472.0,556.0,73175.0,한국,한국,CJ ENM,12세 관람가,액션,136.0,최동훈,12.0,겨울
5,6.0,이끼,2010-07-14,25437300500.0,0.025,3350303.0,740.0,58198.0,한국,한국,CJ ENM,청소년 관람불가,드라마,163.0,강우석,7.0,여름
6,7.0,포화속으로,2010-06-16,23831958600.0,0.023,3330324.0,742.0,80091.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,전쟁,120.0,이재한,6.0,여름
7,8.0,하모니,2010-01-28,21641750000.0,0.021,3018131.0,384.0,77723.0,한국,한국,CJ ENM,12세 관람가,드라마,115.0,강대규,1.0,겨울
8,9.0,방자전,2010-06-02,22490024000.0,0.022,2985483.0,495.0,67562.0,한국,한국,CJ ENM,청소년 관람불가,드라마,124.0,김대우,6.0,여름
9,10.0,솔트,2010-07-29,21360288000.0,0.021,2869938.0,556.0,53679.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세 관람가,액션,99.0,필립 노이스,7.0,여름
10,11.0,부당거래,2010-10-28,20996302500.0,0.021,2722996.0,502.0,69703.0,한국,한국,CJ ENM,청소년 관람불가,범죄,119.0,류승완,10.0,가을
11,12.0,시라노; 연애조작단,2010-09-16,19838369000.0,0.019,2684783.0,415.0,77736.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,멜로/로맨스,117.0,김현석,9.0,가을
12,13.0,타이탄,2010-04-01,21796996500.0,0.021,2642483.0,694.0,87911.0,미국,미국,워너브러더스 코리아(주),12세 관람가,판타지,106.0,루이스 리터리어,4.0,봄
13,14.0,드래곤 길들이기,2010-05-20,27040606000.0,0.027,2562412.0,563.0,57264.0,미국,미국,"유니버설픽쳐스인터내셔널 코리아(유),CJ ENM",전체 관람가,애니메이션,104.0,딘 데블로이스,5.0,봄
14,15.0,해리 포터와 죽음의 성물1,2010-12-15,16974636000.0,0.017,2396988.0,717.0,40463.0,미국,미국,워너브러더스 코리아(주),전체 관람가,액션,146.0,데이빗 예이츠,12.0,겨울
15,16.0,하녀,2010-05-13,17038639000.0,0.017,2267556.0,555.0,59621.0,한국,한국,(주)싸이더스,청소년 관람불가,스릴러,106.0,임상수,5.0,봄
16,17.0,나잇&데이,2010-06-24,16777869600.0,0.016,2243484.0,494.0,54797.0,미국,미국,이십세기폭스코리아(주),15세 관람가,액션,109.0,제임스 맨골드,6.0,여름
17,18.0,슈렉 포에버,2010-07-01,22809145100.0,0.022,2223851.0,561.0,51317.0,미국,미국,CJ ENM,전체 관람가,애니메이션,93.0,마이크 미첼,7.0,여름
18,19.0,이상한 나라의 앨리스,2010-03-04,20334399500.0,0.02,2147012.0,397.0,58393.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체 관람가,판타지,108.0,팀 버튼,3.0,봄
19,20.0,초능력자,2010-11-10,15374489000.0,0.015,2130606.0,612.0,58000.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),15세 관람가,SF,114.0,김민석,11.0,가을
20,21.0,이클립스,2010-07-07,14945720000.0,0.015,2069246.0,535.0,46355.0,미국,미국,(주)넥스트엔터테인먼트월드(NEW),12세 관람가,판타지,124.0,데이빗 슬레이드,7.0,여름
21,22.0,쩨쩨한 로맨스,2010-12-01,15338827000.0,0.015,2009586.0,450.0,46199.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,청소년 관람불가,멜로/로맨스,118.0,김정훈,12.0,겨울
22,23.0,페르시아의 왕자: 시간의 모래,2010-05-27,14483501000.0,0.0139999999999999,1970823.0,567.0,51307.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세 관람가,액션,116.0,마이크 뉴웰,5.0,봄
23,24.0,퍼시 잭슨과 번개 도둑,2010-02-11,13158158500.0,0.013,1846180.0,334.0,43667.0,미국,미국,이십세기폭스코리아(주),12세 관람가,판타지,118.0,크리스 콜럼버스,2.0,겨울
24,25.0,해결사,2010-09-09,13844624000.0,0.0139999999999999,1843404.0,525.0,59325.0,한국,한국,"(주)넥스트엔터테인먼트월드(NEW),(주)에스비에스콘텐츠허브",15세 관람가,액션,94.0,아칸 사타예브,9.0,가을
25,26.0,악마를 보았다,2010-08-12,13919416500.0,0.0139999999999999,1817063.0,490.0,42721.0,한국,한국,(주)쇼박스,청소년 관람불가,범죄,144.0,김지운,8.0,여름
26,27.0,로빈 후드,2010-05-13,11560588500.0,0.011,1570681.0,544.0,41953.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,액션,140.0,리들리 스콧,5.0,봄
27,28.0,무적자,2010-09-16,11629780500.0,0.011,1546132.0,412.0,46186.0,한국,"한국,홍콩,일본,태국",CJ ENM,15세 관람가,액션,124.0,송해성,9.0,가을
28,29.0,황해,2010-12-22,11524115000.0,0.011,1497242.0,618.0,23295.0,한국,"한국,미국,중국","(주)쇼박스,이십세기폭스코리아(주)",청소년 관람불가,범죄,156.0,나홍진,12.0,겨울
29,30.0,토이 스토리 3,2010-08-05,14319338600.0,0.0139999999999999,1458865.0,393.0,28615.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체 관람가,애니메이션,102.0,리 언크리치,8.0,여름
30,31.0,구르믈 버서난 달처럼,2010-04-28,10241716500.0,0.01,1383867.0,506.0,48314.0,한국,한국,에스케이텔레콤(주),15세 관람가,드라마,111.0,이준익,4.0,봄
31,32.0,라스트 에어벤더,2010-08-19,13854892500.0,0.0139999999999999,1371164.0,399.0,32416.0,미국,미국,CJ ENM,전체 관람가,액션,103.0,M. 나이트 샤말란,8.0,여름
32,33.0,헬로우 고스트,2010-12-22,9796273500.0,0.01,1356230.0,472.0,22865.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),12세 관람가,코미디,111.0,김영탁,12.0,겨울
33,34.0,육혈포 강도단,2010-03-18,8651186000.0,0.008,1214237.0,319.0,51941.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,범죄,107.0,강효진,3.0,봄
34,35.0,심야의 FM,2010-10-14,9179170500.0,0.009,1208306.0,423.0,50423.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,청소년 관람불가,스릴러,106.0,김상만,10.0,가을
35,36.0,레지던트 이블 4: 끝나지 않은 전쟁 3D,2010-09-16,14533948000.0,0.0139999999999999,1190008.0,337.0,37849.0,독일,"독일,미국,영국",한국소니픽쳐스릴리징브에나비스타영화㈜,청소년 관람불가,액션,96.0,폴 앤더슨,9.0,가을
36,37.0,나니아 연대기: 새벽 출정호의 항해,2010-12-08,10889884000.0,0.011,1140201.0,493.0,32481.0,미국,미국,이십세기폭스코리아(주),전체 관람가,판타지,112.0,마이클 앱티드,12.0,겨울
37,38.0,용서는 없다,2010-01-07,8544828000.0,0.008,1118277.0,323.0,33614.0,한국,한국,(주)시네마서비스,청소년 관람불가,범죄,125.0,김형준,1.0,겨울
38,39.0,베스트셀러,2010-04-15,7983184500.0,0.008,1081752.0,308.0,41064.0,한국,한국,(주)시너지하우스 (시너지),15세 관람가,미스터리,117.0,이정호,4.0,봄
39,40.0,김종욱 찾기,2010-12-08,7894328000.0,0.008,1081748.0,427.0,31167.0,한국,한국,CJ ENM,12세 관람가,멜로/로맨스,112.0,장유정,12.0,겨울
40,41.0,마루 밑 아리에티,2010-09-09,7649985500.0,0.008,1065967.0,337.0,29804.0,일본,일본,CJ ENM,전체 관람가,애니메이션,94.0,요네바야시 히로마사,9.0,가을
41,42.0,셜록 홈즈,2009-12-23,7787961500.0,0.008,1052059.0,359.0,25768.0,미국,"미국,영국",워너브러더스 코리아(주),12세 관람가,액션,128.0,가이 리치,12.0,겨울
42,43.0,슈퍼 배드,2010-09-16,9717463000.0,0.01,1027050.0,338.0,24577.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),전체 관람가,애니메이션,90.0,카일 발다,9.0,가을
43,44.0,파괴된 사나이,2010-07-01,7692092100.0,0.008,1012310.0,363.0,31985.0,한국,한국,(주)시너지하우스 (시너지),청소년 관람불가,스릴러,114.0,우민호,7.0,여름
44,45.0,셔터 아일랜드,2010-03-18,7407854500.0,0.0069999999999999,990223.0,272.0,29043.0,미국,미국,CJ ENM,15세 관람가,드라마,138.0,마틴 스콜세지,3.0,봄
45,46.0,평행이론,2010-02-18,6793066000.0,0.0069999999999999,921111.0,265.0,32341.0,한국,한국,CJ ENM,15세 관람가,스릴러,110.0,권호영,2.0,겨울
46,47.0,투어리스트,2010-12-09,6728872000.0,0.0069999999999999,901843.0,418.0,26842.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세 관람가,액션,100.0,플로리안 헨켈 폰 ...,12.0,겨울
47,48.0,스카이 라인,2010-11-24,6320601500.0,0.006,860340.0,427.0,31690.0,미국,미국,(주)화앤담이엔티,12세 관람가,SF,93.0,풀비오 세스티토,11.0,가을
48,49.0,고死 두 번째 이야기: 교생실습,2010-07-28,5802318000.0,0.006,857038.0,313.0,23307.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),15세 관람가,공포,84.0,유선동,7.0,여름
49,50.0,A-특공대,2010-06-10,5795794000.0,0.006,777985.0,323.0,26460.0,미국,미국,이십세기폭스코리아(주),15세 관람가,액션,119.0,조 카나한,6.0,여름
50,51.0,주유소 습격사건 2,2010-01-21,5379208500.0,0.005,729834.0,315.0,27844.0,한국,한국,(주)시네마서비스,15세 관람가,코미디,111.0,김상진,1.0,겨울
51,52.0,스텝 업 3D,2010-08-05,7345439000.0,0.0069999999999999,671845.0,250.0,14805.0,미국,미국,(주)화앤담이엔티,12세 관람가,드라마,107.0,존 추,8.0,여름
52,53.0,하늘에서 음식이 내린다면,2010-02-11,5413862500.0,0.005,654510.0,282.0,16556.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체 관람가,애니메이션,94.0,코디 캐머런,2.0,겨울
53,54.0,새미의 어드벤쳐,2010-12-15,6108607500.0,0.006,647860.0,309.0,14302.0,벨기에,벨기에,CJ ENM,전체 관람가,애니메이션,92.0,벤 스타센,12.0,겨울
54,55.0,명탐정 코난: 천공의 난파선,2010-07-21,4002088500.0,0.004,618420.0,235.0,11902.0,일본,일본,에이원엔터테인먼트,전체 관람가,애니메이션,103.0,야마모토 야스이치로,7.0,여름
55,56.0,이층의 악당,2010-11-24,4271750500.0,0.004,596851.0,379.0,26998.0,한국,한국,(주)싸이더스,15세 관람가,코미디,115.0,손재곤,11.0,가을
56,57.0,그린 존,2010-03-25,4460075000.0,0.004,596403.0,268.0,27563.0,미국,미국,(주)싸이더스,15세 관람가,액션,114.0,폴 그린그래스,3.0,봄
57,58.0,반가운 살인자,2010-04-08,4285830500.0,0.004,590531.0,264.0,29724.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,코미디,107.0,김동욱,4.0,봄
58,59.0,레터스 투 줄리엣,2010-10-06,4270689500.0,0.004,582958.0,283.0,28683.0,미국,미국,(주)넥스트엔터테인먼트월드(NEW),12세 관람가,멜로/로맨스,105.0,게리 위닉,10.0,가을
59,60.0,퀴즈왕,2010-09-16,4188846000.0,0.004,573001.0,321.0,23579.0,한국,한국,(주)시네마서비스,15세 관람가,코미디,121.0,장진,9.0,가을
60,61.0,마법사의 제자,2010-07-21,4057522000.0,0.004,570775.0,300.0,19017.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체 관람가,액션,107.0,프랭크 스토예,7.0,여름
61,62.0,라스트 갓파더,2010-12-29,3953691500.0,0.004,543544.0,493.0,8275.0,한국,"한국,미국",CJ ENM,12세 관람가,코미디,103.0,심형래,12.0,겨울
62,63.0,앨빈과 슈퍼밴드2,2009-12-30,3411479000.0,0.003,511322.0,244.0,14053.0,미국,미국,이십세기폭스코리아(주),전체 관람가,애니메이션,88.0,베티 토마스,12.0,겨울
63,64.0,소셜 네트워크,2010-11-18,3744100000.0,0.004,509177.0,310.0,18695.0,미국,미국,"워터홀컴퍼니(주),한국소니픽쳐스릴리징브에나비스타영화㈜",15세 관람가,드라마,120.0,데이빗 핀처,11.0,가을
64,65.0,피라냐,2010-08-26,5661671000.0,0.006,505836.0,310.0,22744.0,미국,미국,에스케이텔레콤(주),청소년 관람불가,공포,83.0,존 걸레거,8.0,여름
65,66.0,먹고 기도하고 사랑하라,2010-09-30,3674965000.0,0.004,500266.0,324.0,22299.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세 관람가,드라마,139.0,라이언 머피,9.0,가을
66,67.0,불량남녀,2010-11-04,3562190000.0,0.003,483387.0,338.0,24441.0,한국,한국,(주)쇼박스,15세 관람가,코미디,108.0,신근호,11.0,가을
67,68.0,레드,2010-11-03,3550436000.0,0.003,482053.0,317.0,22481.0,미국,"미국,캐나다",(주)화앤담이엔티,청소년 관람불가,드라마,75.0,장정관,11.0,가을
68,69.0,친정엄마,2010-04-22,3321091000.0,0.003,472009.0,275.0,24994.0,한국,한국,(주)싸이더스,전체 관람가,드라마,108.0,유성엽,4.0,봄
69,70.0,식객2 : 김치전쟁,2010-01-28,3243969500.0,0.003,462714.0,347.0,22753.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,전체 관람가,드라마,119.0,백동훈,1.0,겨울
70,71.0,적인걸: 측천무후의 비밀,2010-10-06,3342474000.0,0.003,459876.0,292.0,23640.0,중국,"중국,홍콩",롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,미스터리,123.0,서극,10.0,가을
71,72.0,언스토퍼블,2010-11-10,3273318500.0,0.003,452320.0,297.0,21495.0,미국,미국,이십세기폭스코리아(주),12세 관람가,액션,98.0,토니 스콧,11.0,가을
72,73.0,대한민국 1%,2010-05-05,2244690500.0,0.002,440372.0,286.0,20352.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,드라마,105.0,조명남,5.0,봄
73,74.0,파라노말 액티비티,2010-01-13,3207923500.0,0.003,438402.0,184.0,17015.0,미국,미국,(주)넥스트엔터테인먼트월드(NEW),12세 관람가,미국,91.0,윌리엄 유뱅크,1.0,겨울
74,75.0,워리어스 웨이,2010-12-01,3097461500.0,0.003,432072.0,433.0,23127.0,미국,미국,에스케이텔레콤(주),15세 관람가,액션,100.0,이승무,12.0,겨울
75,76.0,섹스 앤 더 시티 2,2010-06-10,3022970000.0,0.003,398347.0,233.0,14265.0,미국,미국,워너브러더스 코리아(주),청소년 관람불가,코미디,144.0,마이클 패트릭 킹,6.0,여름
76,77.0,나인,2009-12-31,3046461500.0,0.003,397889.0,336.0,16466.0,미국,"미국,이탈리아",(주)시너지하우스 (시너지),15세 관람가,뮤지컬,118.0,롭 마샬,12.0,겨울
77,78.0,아스트로 보이-아톰의 귀환,2010-01-13,2585585500.0,0.003,393433.0,278.0,15793.0,미국,미국,㈜케이디미디어,전체 관람가,애니메이션,93.0,데이빗 보워스,1.0,겨울
78,79.0,익스펜더블,2010-08-19,2973224000.0,0.003,390438.0,259.0,15798.0,미국,미국,(주)싸이더스,15세 관람가,액션,127.0,패트릭 휴즈,8.0,여름
79,80.0,공자 춘추전국시대,2010-02-11,2774370000.0,0.003,371607.0,236.0,15346.0,중국,중국,(주)시너지하우스 (시너지),12세 관람가,액션,125.0,후메이,2.0,겨울
80,81.0,프롬 파리 위드 러브,2010-03-11,2804967500.0,0.003,369394.0,294.0,22348.0,프랑스,프랑스,㈜케이디미디어,청소년 관람불가,액션,94.0,피에르 모렐,3.0,봄
81,82.0,맨발의 꿈,2010-06-24,2372787500.0,0.002,331945.0,332.0,17790.0,한국,"한국,인도네시아,일본",(주)쇼박스,전체 관람가,드라마,121.0,김태균,6.0,여름
82,83.0,킬러스,2010-09-02,2386700000.0,0.002,322888.0,282.0,17930.0,미국,미국,(주)넥스트엔터테인먼트월드(NEW),15세 관람가,액션,100.0,로버트 루케틱,9.0,가을
83,84.0,검우강호,2010-10-14,2242810500.0,0.002,312283.0,344.0,20571.0,홍콩,"홍콩,중국,미국",(주)에스비에스콘텐츠허브,15세 관람가,액션,114.0,수 차오핑,10.0,가을
84,85.0,가디언의 전설,2010-10-28,2613934200.0,0.003,302318.0,267.0,14421.0,미국,"미국,호주",워너브러더스 코리아(주),전체 관람가,애니메이션,96.0,잭 스나이더,10.0,가을
85,86.0,베스트 키드,2010-06-10,2031914500.0,0.002,287278.0,252.0,13464.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세 관람가,액션,140.0,해럴드 즈워트,6.0,여름
86,87.0,프레데터스,2010-08-26,1991492500.0,0.002,276536.0,231.0,14168.0,미국,미국,이십세기폭스코리아(주),15세 관람가,SF,106.0,님로드 앤탈,8.0,여름
87,88.0,울프맨,2010-02-11,2062933500.0,0.002,265409.0,263.0,13920.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년 관람불가,공포,102.0,조 존스톤,2.0,겨울
88,89.0,극장판 도라에몽: 진구의 인어대해전,2010-07-28,1741701000.0,0.002,260701.0,140.0,5639.0,일본,일본,CJ ENM,전체 관람가,애니메이션,98.0,쿠스바 코조,7.0,여름
89,90.0,월 스트리트: 머니 네버 슬립스,2010-10-21,1760899000.0,0.002,241438.0,288.0,14013.0,미국,미국,이십세기폭스코리아(주),12세 관람가,드라마,133.0,올리버 스톤,10.0,가을
90,91.0,극장판 포켓 몬스터 DP - 환영의 패왕 조로아크,2010-12-23,1631689000.0,0.002,234093.0,139.0,4502.0,일본,일본,씨제이 씨지브이(CJ CGV)(주),전체 관람가,애니메이션,98.0,유야마 쿠니히코,12.0,겨울
91,92.0,폐가,2010-08-19,1586581500.0,0.002,225955.0,160.0,8769.0,한국,한국,(주)시너지하우스 (시너지),15세 관람가,공포,84.0,이철하,8.0,여름
92,93.0,포스 카인드,2010-02-25,1672315500.0,0.002,224808.0,186.0,13044.0,미국,미국,(주)넥스트엔터테인먼트월드(NEW),15세 관람가,미스터리,98.0,올라턴드 오선샌미,2.0,겨울
93,94.0,일라이,2010-04-15,1634626500.0,0.002,219196.0,253.0,15862.0,미국,미국,(주)쇼박스,15세 관람가,액션,117.0,시아란 포이,4.0,봄
94,95.0,러블리 본즈,2010-02-25,1547760000.0,0.002,208660.0,213.0,10916.0,미국,미국,CJ ENM,15세 관람가,범죄,135.0,피터 잭슨,2.0,겨울
95,96.0,페스티발,2010-11-18,1517620500.0,0.001,196937.0,234.0,11897.0,한국,한국,(주)시너지하우스 (시너지),청소년 관람불가,코미디,109.0,이해영,11.0,가을
96,97.0,꼬마 니콜라,2010-01-28,1344405500.0,0.001,196670.0,160.0,9274.0,프랑스,프랑스,(주)프라임엔터테인먼트,전체 관람가,애니메이션,82.0,벤자민 마소브레,1.0,겨울
97,98.0,엣지 오브 다크니스,2010-06-02,1416485500.0,0.001,193380.0,230.0,13619.0,영국,"영국,미국",(주)넥스트엔터테인먼트월드(NEW),15세 관람가,스릴러,104.0,마틴 캠벨,6.0,여름
98,99.0,디어 존,2010-03-04,1416393000.0,0.001,189117.0,255.0,15112.0,미국,미국,(주)화앤담이엔티,12세 관람가,드라마,107.0,라세 할스트롬,3.0,봄
99,100.0,아빠가 여자를 좋아해,2010-01-14,1243136000.0,0.001,174333.0,277.0,13408.0,한국,한국,(주)쇼박스,12세 관람가,멜로/로맨스,113.0,이광재,1.0,겨울
100,101.0,더 로드,2010-01-07,1276388500.0,0.001,172392.0,171.0,8323.0,미국,미국,에스케이텔레콤(주),15세 관람가,모험,111.0,존 힐코트,1.0,겨울
101,102.0,발렌타인 데이,2010-02-11,1314085500.0,0.001,169529.0,200.0,8750.0,미국,미국,워너브러더스 코리아(주),15세 관람가,멜로/로맨스,125.0,게리 마샬,2.0,겨울
102,103.0,그랑프리,2010-09-16,1219746000.0,0.001,167024.0,232.0,13100.0,한국,한국,(주)싸이더스,12세 관람가,드라마,109.0,양윤호,9.0,가을
103,104.0,비밀애,2010-03-25,1206962000.0,0.001,164252.0,268.0,15211.0,한국,한국,(주)시너지하우스 (시너지),청소년 관람불가,멜로/로맨스,111.0,류훈,3.0,봄
104,105.0,스플라이스,2010-07-01,1263923500.0,0.001,162760.0,127.0,7375.0,캐나다,캐나다,(주)화천공사,청소년 관람불가,SF,103.0,빈센조 나탈리,7.0,여름
105,106.0,무법자,2010-03-18,1221713500.0,0.001,160734.0,190.0,12965.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),청소년 관람불가,범죄,93.0,김철한,3.0,봄
106,107.0,킥 애스: 영웅의 탄생,2010-04-22,1148869500.0,0.001,151159.0,221.0,10742.0,영국,"영국,미국",롯데쇼핑㈜롯데엔터테인먼트,청소년 관람불가,액션,117.0,매튜 본,4.0,봄
107,108.0,아바타 리마스터링,2010-09-04,1870164500.0,0.002,148098.0,146.0,4188.0,미국,미국,이십세기폭스코리아(주),12세 관람가,SF,166.0,제임스 카메론,9.0,가을
108,109.0,포켓몬스터 dp 아르세우스초극의시공으로,2009-12-24,961349000.0,0.001,143990.0,63.0,3452.0,일본,일본,실버스푼,전체 관람가,애니메이션,95.0,유야마 쿠니히코,12.0,겨울
109,110.0,크레이지,2010-04-08,1104433000.0,0.001,143784.0,194.0,12578.0,미국,"미국,아랍에미리트연합국정부",(주)넥스트엔터테인먼트월드(NEW),청소년 관람불가,드라마,106.0,릭 바이버,4.0,봄
110,111.0,원피스 극장판: 스트롱 월드,2010-02-11,972367000.0,0.001,143431.0,76.0,4303.0,일본,일본,투니버스(주)온미디어,전체 관람가,애니메이션,113.0,사카이 무네히사,2.0,겨울
111,112.0,웨딩드레스,2010-01-14,985816500.0,0.001,141806.0,185.0,9417.0,한국,한국,(주)싸이더스,전체 관람가,드라마,109.0,권형진,1.0,겨울
112,113.0,나이트메어,2010-05-20,1056379500.0,0.001,136925.0,152.0,8649.0,미국,미국,워너브러더스 코리아(주),청소년 관람불가,공포,94.0,사무엘 베이어,5.0,봄
