,순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사,연령등급,장르,러닝타임,감독,개봉월,계절
39,40.0,차형사,2012-05-30,9752555296.0,0.0069999999999999,1346754.0,433.0,39152.0,한국,한국,(주)씨제이이엔엠,15세 관람가,코미디,110.0,신태라,5.0,봄
40,41.0,은교,2012-04-25,9918274444.0,0.0069999999999999,1346359.0,521.0,41683.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,청소년 관람불가,멜로/로맨스,129.0,정지우,4.0,봄
41,42.0,간첩,2012-09-20,9316548500.0,0.0069999999999999,1310895.0,576.0,41726.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,드라마,115.0,우민호,9.0,가을
42,43.0,간기남,2012-04-11,9356404500.0,0.0069999999999999,1246185.0,396.0,38155.0,한국,한국,(주)쇼박스,청소년 관람불가,스릴러,117.0,김형준,4.0,봄
43,44.0,메리다와 마법의 숲,2012-09-27,9024766000.0,0.006,1231024.0,479.0,22087.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체 관람가,애니메이션,102.0,마크 앤드류스,9.0,가을
44,45.0,토탈 리콜,2012-08-15,8958236000.0,0.006,1219637.0,448.0,27089.0,미국,"미국,캐나다",한국소니픽쳐스릴리징브에나비스타영화㈜,15세 관람가,액션,118.0,렌 와이즈먼,8.0,여름
45,46.0,R2B: 리턴투베이스,2012-08-15,8602921371.0,0.006,1201944.0,539.0,32881.0,한국,한국,(주)씨제이이엔엠,15세 관람가,액션,113.0,김동원,8.0,여름
46,47.0,돈의 맛,2012-05-17,8780178611.0,0.006,1166018.0,643.0,36922.0,한국,"한국,필리핀","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",청소년 관람불가,드라마,115.0,임상수,5.0,봄
47,48.0,잃어버린 세계를 찾아서 2: 신비의 섬,2012-01-19,9784305000.0,0.0069999999999999,1149628.0,398.0,27236.0,미국,미국,워너브러더스 코리아(주),전체 관람가,액션,94.0,브래드 페이튼,1.0,겨울
48,49.0,회사원,2012-10-11,8321175000.0,0.006,1110523.0,549.0,41275.0,한국,한국,(주)쇼박스,청소년 관람불가,액션,96.0,임상윤,10.0,가을
49,50.0,가디언즈,2012-11-29,8083010500.0,0.006,1056250.0,470.0,21045.0,미국,미국,(주)씨제이이엔엠,12세 관람가,액션,88.0,사릭 안드레아시안,11.0,가을
50,51.0,점박이:한반도의 공룡3D,2012-01-26,9681445500.0,0.0069999999999999,1050852.0,457.0,22475.0,한국,한국,(주)씨제이이엔엠,전체 관람가,애니메이션,90.0,한상호,1.0,겨울
51,52.0,본 레거시,2012-09-06,7412233000.0,0.005,1015711.0,585.0,31628.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,액션,135.0,토니 길로이,9.0,가을
52,53.0,가문의 영광5 - 가문의 귀환,2012-12-19,7245056500.0,0.005,1012223.0,447.0,22573.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,코미디,104.0,정용기,12.0,겨울
53,54.0,시체가 돌아왔다,2012-03-29,7360631000.0,0.005,986923.0,435.0,36705.0,한국,한국,(주)씨제이이엔엠,15세 관람가,범죄,110.0,우선호,3.0,봄
54,55.0,원더풀 라디오,2012-01-05,7193596000.0,0.005,977470.0,474.0,29167.0,한국,한국,(주)쇼박스,15세 관람가,드라마,120.0,권칠인,1.0,겨울
55,56.0,돈 크라이 마미,2012-11-22,6798882099.0,0.005,972962.0,444.0,29539.0,한국,한국,(주)에스비에스콘텐츠허브,15세 관람가,스릴러,91.0,김용한,11.0,가을
56,57.0,프로메테우스,2012-06-06,8600146099.0,0.006,971482.0,521.0,31629.0,미국,미국,이십세기폭스코리아(주),청소년 관람불가,SF,123.0,리들리 스콧,6.0,여름
57,58.0,스텝업4 : 레볼루션,2012-08-15,7157894000.0,0.005,953871.0,281.0,23522.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,멜로/로맨스,98.0,스콧 스피어,8.0,여름
58,59.0,점쟁이들,2012-10-03,6731202500.0,0.005,953682.0,479.0,31577.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),15세 관람가,코미디,119.0,신정원,10.0,가을
59,60.0,셜록홈즈 : 그림자 게임,2011-12-21,7168608500.0,0.005,949299.0,360.0,25140.0,미국,미국,워너브러더스 코리아(주),15세 관람가,액션,128.0,가이 리치,12.0,겨울
60,61.0,타이탄의 분노,2012-03-29,7591124500.0,0.005,893027.0,535.0,33580.0,미국,미국,워너브러더스 코리아(주),12세 관람가,액션,99.0,조나단 리브스만,3.0,봄
61,62.0,디스 민즈 워,2012-02-29,6661435000.0,0.005,873396.0,351.0,32790.0,미국,미국,이십세기폭스코리아(주),15세 관람가,액션,97.0,맥지,2.0,겨울
62,63.0,미확인 동영상 : 절대클릭금지,2012-05-30,5939840500.0,0.004,867386.0,361.0,25059.0,한국,한국,(주)쇼박스,15세 관람가,공포,93.0,김태경,5.0,봄
63,64.0,존 카터: 바숨 전쟁의 서막,2012-03-08,7229870500.0,0.005,838126.0,508.0,30760.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세 관람가,SF,132.0,앤드류 스탠튼,3.0,봄
64,65.0,나는 왕이로소이다,2012-08-08,5455343404.0,0.004,790181.0,471.0,21898.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,드라마,120.0,장규성,8.0,여름
65,66.0,토르: 마법망치의 전설,2012-02-09,5550797500.0,0.004,768426.0,383.0,18742.0,아이슬란드,아이슬란드,"롯데쇼핑㈜롯데엔터테인먼트,(주)스마일이엔티",전체 관람가,애니메이션,83.0,오스카 요나손,2.0,겨울
66,67.0,퍼펙트 게임,2011-12-21,5224000500.0,0.004,695312.0,396.0,21284.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,드라마,127.0,박희곤,12.0,겨울
67,68.0,스노우 화이트 앤 더 헌츠맨,2012-05-30,4646250000.0,0.003,636631.0,447.0,20647.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),12세 관람가,판타지,127.0,루퍼트 샌더스,5.0,봄
68,69.0,주먹왕 랄프,2012-12-19,4473562000.0,0.003,616863.0,361.0,9560.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),전체 관람가,애니메이션,112.0,필 존스턴,12.0,겨울
69,70.0,미쓰GO,2012-06-21,4441859000.0,0.003,611685.0,440.0,24851.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),15세 관람가,코미디,115.0,박철관,6.0,여름
70,71.0,헝거게임: 판엠의 불꽃,2012-04-05,4478418000.0,0.003,607956.0,514.0,24924.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,판타지,142.0,게리 로스,4.0,봄
71,72.0,맨 온 렛지,2012-02-22,4393531500.0,0.003,591841.0,408.0,22440.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,스릴러,102.0,애스게르 레스,2.0,겨울
72,73.0,파파,2012-02-01,4000072000.0,0.003,587291.0,414.0,24767.0,한국,"한국,미국",롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,코미디,118.0,한지승,2.0,겨울
73,74.0,백설공주,2012-05-03,4097396000.0,0.003,585473.0,386.0,20746.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,전체 관람가,드라마,108.0,타셈 싱,5.0,봄
74,75.0,다크 섀도우,2012-05-10,4326459000.0,0.003,582126.0,394.0,18978.0,미국,미국,워너브러더스 코리아(주),15세 관람가,멜로/로맨스,112.0,팀 버튼,5.0,봄
75,76.0,루퍼,2012-10-11,4265566000.0,0.003,571922.0,386.0,23599.0,미국,미국,(주)에스비에스콘텐츠허브,청소년 관람불가,SF,119.0,라이언 존슨,10.0,가을
76,77.0,레지던트 이블 5 : 최후의 심판,2012-09-13,4757460500.0,0.003,558433.0,368.0,24599.0,미국,"미국,독일",한국소니픽쳐스릴리징브에나비스타영화㈜,청소년 관람불가,액션,95.0,폴 앤더슨,9.0,가을
77,78.0,마이웨이,2011-12-21,4181348000.0,0.003,556628.0,588.0,22546.0,한국,"한국,일본,중국","에스케이플래닛(주),(주)씨제이이엔엠",15세 관람가,드라마,137.0,강제규,12.0,겨울
78,79.0,명탐정 코난: 11번째 스트라이커,2012-07-19,3363777000.0,0.002,524914.0,350.0,10687.0,일본,일본,(주)씨제이이엔엠,12세 관람가,애니메이션,110.0,시즈노 코분,7.0,여름
79,80.0,아부의 왕,2012-06-21,3511102500.0,0.002,497880.0,428.0,22060.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,코미디,118.0,정승구,6.0,여름
80,81.0,페이스메이커,2012-01-18,3443753000.0,0.002,467697.0,412.0,21875.0,한국,한국,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",12세 관람가,드라마,124.0,김달중,1.0,겨울
81,82.0,락아웃: 익스트림미션,2012-06-14,3373780000.0,0.002,462176.0,374.0,22172.0,미국,"미국,프랑스",롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,SF,94.0,제임스 매더,6.0,여름
82,83.0,익스펜더블 2,2012-09-06,3208867228.0,0.002,444434.0,393.0,20126.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,액션,100.0,사이먼 웨스트,9.0,가을
83,84.0,밀레니엄 : 여자를 증오한 남자들,2012-01-11,3504237000.0,0.002,443855.0,321.0,12005.0,미국,"미국,스웨덴,영국,독일",한국소니픽쳐스릴리징브에나비스타영화㈜,청소년 관람불가,스릴러,158.0,데이빗 핀처,1.0,겨울
84,85.0,두 개의 달,2012-07-12,2949348748.0,0.002,426706.0,347.0,16810.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,미스터리,86.0,김동빈,7.0,여름
85,86.0,늑대소년,2012-12-06,2868180500.0,0.002,414064.0,278.0,11436.0,한국,한국,(주)씨제이이엔엠,15세 관람가,멜로/로맨스,125.0,조성희,12.0,겨울
86,87.0,크로니클,2012-03-15,2884776000.0,0.002,384398.0,324.0,20957.0,미국,미국,이십세기폭스코리아(주),15세 관람가,드라마,83.0,조쉬 트랭크,3.0,봄
87,88.0,프렌즈: 몬스터섬의비밀,2011-12-29,2668476500.0,0.002,364732.0,290.0,10153.0,일본,일본,"(주)스마일이엔티,(주)에스비에스콘텐츠허브",전체 관람가,애니메이션,88.0,야마자키 다카시,12.0,겨울
88,89.0,링컨: 뱀파이어 헌터,2012-08-30,2750911500.0,0.002,344876.0,337.0,16372.0,미국,미국,이십세기폭스코리아(주),청소년 관람불가,액션,105.0,티무르 베크맘베토브,8.0,여름
89,90.0,음치 클리닉,2012-11-29,2248238000.0,0.002,338168.0,360.0,16243.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,멜로/로맨스,124.0,김진영,11.0,가을
90,91.0,무서운 이야기,2012-07-25,2452368566.0,0.002,331760.0,274.0,10268.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,공포,94.0,김곡,7.0,여름
91,92.0,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012-12-19,1281250750.0,0.001,329560.0,275.0,5943.0,일본,일본,(주)씨제이이엔엠,전체 관람가,애니메이션,93.0,유야마 쿠니히코,12.0,겨울
92,93.0,모모와 다락방의 수상한 요괴들,2012-07-05,1988264000.0,0.001,300174.0,253.0,7084.0,일본,일본,타임스토리그룹(주),전체 관람가,애니메이션,120.0,오키우라 히로유키,7.0,여름
93,94.0,빌리와 용감한 녀석들 3D,2012-08-08,1961802000.0,0.001,299628.0,241.0,7176.0,독일,독일,(주)에스비에스콘텐츠허브,전체 관람가,애니메이션,82.0,닉힐 아드바니,8.0,여름
94,95.0,로렉스,2012-05-03,2153198000.0,0.002,298780.0,463.0,7843.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),전체 관람가,애니메이션,86.0,크리스 리노드,5.0,봄
95,96.0,위험한 관계,2012-10-11,2122666230.0,0.001,298086.0,334.0,17886.0,한국,"한국,중국",(주)씨제이이엔엠,청소년 관람불가,멜로/로맨스,111.0,허진호,10.0,가을
96,97.0,더 그레이,2012-02-16,2198959500.0,0.002,292217.0,298.0,12002.0,미국,"미국,캐나다",(주)팝파트너스,15세 관람가,액션,116.0,조 카나한,2.0,겨울
97,98.0,네버엔딩 스토리,2012-01-18,2106823000.0,0.001,283449.0,269.0,13651.0,한국,한국,(주)화앤담이엔티,15세 관람가,멜로/로맨스,114.0,정용주,1.0,겨울
98,99.0,우리는 동물원을 샀다,2012-01-18,1993190500.0,0.001,276334.0,235.0,10457.0,미국,미국,이십세기폭스코리아(주),전체 관람가,가족,124.0,카메론 크로우,1.0,겨울
99,100.0,메로엣타의 반짝반짝 음악회,2012-12-19,916970250.0,0.001,273298.0,237.0,4729.0,일본,일본,,전체 관람가,애니메이션,20.0,유야마 쿠니히코,12.0,겨울
100,101.0,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,2012-04-26,1804032000.0,0.001,272062.0,295.0,5989.0,일본,일본,롯데쇼핑㈜롯데엔터테인먼트,전체 관람가,애니메이션,107.0,마스이 소우이치,4.0,봄
101,102.0,가비,2012-03-15,1969360500.0,0.001,270602.0,339.0,17388.0,한국,한국,(주)시네마서비스,15세 관람가,미스터리,115.0,장윤현,3.0,봄
102,103.0,19곰 테드,2012-09-27,2034959293.0,0.001,266574.0,248.0,10374.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년 관람불가,코미디,115.0,세스 맥팔레인,9.0,가을
103,104.0,니코: 산타비행단의 모험,2012-12-25,1676033500.0,0.001,243062.0,306.0,3824.0,핀란드,"핀란드,덴마크,아일랜드,독일",씨너스엔터테인먼트(주),전체 관람가,애니메이션,76.0,캐리 주스넌,12.0,겨울
104,105.0,잠베지아: 신비한 나무섬의 비밀,2012-12-25,1754592000.0,0.001,240603.0,273.0,4343.0,남아프리카공화국,"남아프리카공화국,미국",롯데쇼핑㈜롯데엔터테인먼트,전체 관람가,애니메이션,83.0,웨인 쏜리,12.0,겨울
105,106.0,서약,2012-03-14,1810275500.0,0.001,239483.0,314.0,14635.0,미국,"미국,프랑스,브라질",한국소니픽쳐스릴리징브에나비스타영화㈜,15세 관람가,드라마,104.0,마이클 수지,3.0,봄
106,107.0,강철대오:구국의 철가방,2012-10-25,1614867156.0,0.001,233211.0,366.0,15187.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,코미디,113.0,육상효,10.0,가을
107,108.0,오싹한 연애,2011-12-01,1721163500.0,0.001,231358.0,243.0,7444.0,한국,한국,(주)씨제이이엔엠,12세 관람가,멜로/로맨스,114.0,황인호,12.0,겨울
108,109.0,캐빈 인 더 우즈,2012-06-28,1710273500.0,0.001,228090.0,288.0,11889.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,청소년 관람불가,액션,95.0,드류 고다드,6.0,여름
109,110.0,나는 공무원이다,2012-07-12,1537947500.0,0.001,217719.0,278.0,10866.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),전체 관람가,코미디,101.0,구자홍,7.0,여름
110,111.0,자칼이 온다,2012-11-15,1430079500.0,0.001,210278.0,300.0,11257.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,코미디,107.0,배형준,11.0,가을
111,112.0,테드: 황금도시 파이티티를 찾아서,2012-09-20,1453568500.0,0.001,206320.0,301.0,6248.0,스페인,스페인,(주)싸이더스,전체 관람가,애니메이션,91.0,엔리크 가토,9.0,가을
112,113.0,코알라 키드 : 영웅의 탄생,2012-01-12,1434535500.0,0.001,205579.0,234.0,6761.0,한국,"한국,미국",롯데쇼핑㈜롯데엔터테인먼트,전체 관람가,애니메이션,85.0,이경호,1.0,겨울
113,114.0,언더월드 4: 어웨이크닝,2012-02-22,1861948000.0,0.001,200038.0,343.0,13363.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,청소년 관람불가,액션,88.0,만스 말린드,2.0,겨울
114,115.0,해피 피트 2,2012-02-02,1463939000.0,0.001,185744.0,315.0,7802.0,호주,호주,워너브러더스 코리아(주),전체 관람가,애니메이션,100.0,조지 밀러,2.0,겨울
115,116.0,업사이드 다운,2012-11-08,1229283645.0,0.001,175349.0,309.0,9939.0,캐나다,"캐나다,프랑스",롯데쇼핑㈜롯데엔터테인먼트,12세 관람가,다큐멘터리,65.0,김동빈,11.0,가을
116,117.0,라이온 킹,1994-07-02,1827751500.0,0.001,170840.0,244.0,6378.0,미국,미국,브에나비스타인터내셔널코리아/월트디즈니,전체 관람가,애니메이션,89.0,로저 알러스,7.0,여름
117,118.0,극장판 도라에몽 진구와 기적의 섬: 애니멀 어드벤처,2012-07-25,1071505500.0,0.001,165640.0,184.0,4003.0,일본,일본,롯데쇼핑㈜롯데엔터테인먼트,전체 관람가,애니메이션,100.0,쿠스바 코조,7.0,여름
118,119.0,세이프 하우스,2012-02-29,1223151500.0,0.001,163729.0,292.0,10800.0,미국,"미국,남아프리카공화국",유니버설픽쳐스인터내셔널 코리아(유),15세 관람가,액션,115.0,다니엘 에스피노사,2.0,겨울
119,120.0,다크아워,2012-01-05,1319649000.0,0.001,162604.0,324.0,10423.0,미국,미국,이십세기폭스코리아(주),12세 관람가,SF,89.0,크리스 고락,1.0,겨울
120,121.0,더 레이븐,2012-07-05,1125457000.0,0.001,153581.0,265.0,9459.0,미국,"미국,헝가리,스페인",롯데쇼핑㈜롯데엔터테인먼트,청소년 관람불가,스릴러,110.0,제임스 맥티그,7.0,여름
121,122.0,미녀와 야수,1992-07-04,1495523500.0,0.001,145235.0,221.0,4612.0,미국,미국,"워너브러더스 코리아(주),한국소니픽쳐스릴리징브에나비스타영화㈜",전체 관람가,판타지,129.0,빌 콘돈,7.0,여름
122,123.0,철의 여인,2012-02-23,1079310500.0,0.001,144368.0,162.0,5515.0,영국,영국,필라멘트픽쳐스,12세 관람가,드라마,105.0,필리다 로이드,2.0,겨울
123,124.0,아르고,2012-10-31,1001059500.0,0.001,140736.0,240.0,8422.0,미국,미국,워너브러더스 코리아(주),15세 관람가,드라마,120.0,벤 애플렉,10.0,가을
124,125.0,액트 오브 밸러: 최정예 특수부대,2012-02-29,1036484500.0,0.001,139541.0,223.0,8237.0,미국,미국,씨너스엔터테인먼트(주),15세 관람가,액션,110.0,마이크 맥코이,2.0,겨울
125,126.0,사다코 3D : 죽음의 동영상,2012-06-14,1128635032.0,0.001,122382.0,262.0,7549.0,일본,일본,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),15세 관람가,공포,95.0,하나부사 츠토무,6.0,여름
126,127.0,리미트리스,2012-07-12,870473000.0,0.001,121538.0,164.0,4270.0,미국,미국,팝엔터테인먼트,15세 관람가,미스터리,105.0,닐 버거,7.0,여름
127,128.0,고스트 라이더 : 복수의 화신,2012-02-16,902998500.0,0.001,117265.0,269.0,9068.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,액션,95.0,마크 네빌딘,2.0,겨울
128,129.0,우먼 인 블랙,2012-02-16,862144800.0,0.001,117188.0,237.0,7084.0,영국,영국,"(주)넥스트엔터테인먼트월드(NEW),KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",15세 관람가,드라마,95.0,제임스 왓킨스,2.0,겨울
129,130.0,스타워즈:에피소드1 보이지 않는 위험,1999-06-26,1230713000.0,0.001,110700.0,204.0,5223.0,미국,미국,이십세기폭스코리아(주),전체 관람가,SF,131.0,조지 루카스,6.0,여름
130,131.0,극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전,2012-12-13,735605000.0,0.001,107403.0,229.0,3402.0,일본,"일본,네덜란드",롯데쇼핑㈜롯데엔터테인먼트,전체 관람가,액션,81.0,타케모토 노보루,12.0,겨울
131,132.0,5백만불의 사나이,2012-07-19,739789500.0,0.001,104736.0,331.0,6393.0,한국,한국,(주)씨제이이엔엠,15세 관람가,코미디,107.0,김익로,7.0,여름
132,133.0,워 호스,2012-02-09,734302500.0,0.001,102195.0,229.0,5947.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체 관람가,공연실황,160.0,톰 모리스,2.0,겨울
133,134.0,극장판 포켓몬스터 베스트 위시 비크티니와 백의 영웅 레시라무,2011-12-22,654481500.0,0.0,98014.0,186.0,2790.0,일본,일본,(주)씨제이이엔엠,전체 관람가,애니메이션,98.0,유야마 쿠니히코,12.0,겨울
134,135.0,인류멸망 보고서,2012-04-11,704635000.0,0.0,97916.0,236.0,9556.0,한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,타임스토리그룹(주)",15세 관람가,SF,113.0,김지운,4.0,봄
135,136.0,577 프로젝트,2012-08-30,695765500.0,0.0,96079.0,191.0,5040.0,한국,한국,필라멘트픽쳐스,15세 관람가,코미디,99.0,이근우,8.0,여름
136,137.0,초한지 - 천하대전,2012-01-11,710375000.0,0.0,94652.0,167.0,3863.0,중국,"중국,홍콩",KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),12세 관람가,액션,137.0,이인항,1.0,겨울
137,138.0,락 오브 에이지,2012-08-02,659124496.0,0.0,90926.0,243.0,4733.0,미국,미국,워너브러더스 코리아(주),15세 관람가,뮤지컬,123.0,아담 쉥크만,8.0,여름
138,139.0,페이스 블라인드,2012-06-21,660556169.0,0.0,88977.0,179.0,4652.0,미국,"미국,프랑스,캐나다",(주)마인스 엔터테인먼트,청소년 관람불가,범죄,102.0,줄리앙 마그넷,6.0,여름
139,140.0,콜드 라잇 오브 데이,2012-05-17,636555090.0,0.0,88522.0,245.0,7158.0,미국,미국,씨너스엔터테인먼트(주),15세 관람가,액션,93.0,마브룩 엘 메크리,5.0,봄
140,141.0,팅커 테일러 솔저 스파이,2012-02-09,648623500.0,0.0,87191.0,187.0,4690.0,영국,"영국,프랑스,독일","(주)드림팩트엔터테인먼트,팝엔터테인먼트",15세 관람가,스릴러,127.0,토마스 알프레드슨,2.0,겨울
141,142.0,레전드 오브 래빗,2012-02-22,581200500.0,0.0,85184.0,225.0,3911.0,중국,중국,(주)화앤담이엔티,전체 관람가,애니메이션,80.0,마원,2.0,겨울
142,143.0,극장판 썬더일레븐GO : 궁극의 우정 그리폰,2012-05-24,574947000.0,0.0,84255.0,243.0,2849.0,일본,일본,에이원엔터테인먼트,전체 관람가,애니메이션,94.0,미야오 요시카즈,5.0,봄
143,144.0,포켓몬스터 베스트 위시 비크티니와 흑의 영웅 제크로무,2011-12-22,528197000.0,0.0,76642.0,175.0,2273.0,일본,일본,(주)씨제이이엔엠,전체 관람가,애니메이션,97.0,유야마 쿠니히코,12.0,겨울
144,145.0,조조-황제의 반란,2012-10-18,535708500.0,0.0,75301.0,227.0,6859.0,중국,중국,롯데쇼핑㈜롯데엔터테인먼트,15세 관람가,드라마,107.0,조림산,10.0,가을
145,146.0,피라냐 3DD,2012-08-01,646211500.0,0.0,74576.0,269.0,5571.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,청소년 관람불가,공포,83.0,존 걸레거,8.0,여름
146,147.0,앨빈과 슈퍼밴드3,2011-12-15,485263000.0,0.0,73590.0,169.0,2146.0,미국,미국,이십세기폭스코리아(주),전체 관람가,애니메이션,87.0,마이크 미첼,12.0,겨울
147,148.0,하이힐을 신고 달리는 여자,2012-02-02,548423500.0,0.0,71725.0,169.0,4859.0,미국,미국,필라멘트픽쳐스,15세 관람가,코미디,90.0,더글러스 맥그라스,2.0,겨울
148,149.0,로우리스: 나쁜 영웅들,2012-10-18,468141666.0,0.0,66468.0,275.0,7627.0,미국,미국,씨너스엔터테인먼트(주),청소년 관람불가,범죄,115.0,존 힐코트,10.0,가을
149,150.0,오페라의 유령 : 25주년 특별 공연,2011-12-15,1136679000.0,0.001,65104.0,24.0,1205.0,영국,영국,유니버설픽쳐스인터내셔널 코리아(유),전체 관람가,공연실황,175.0,캐머런 맥킨토시,12.0,겨울
